,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,42NV5B,55-64 years old,1,At home,"Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine, Other",aero press,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",,Half and half,,Nutty,Medium,Medium,Half caff,4.0,2.0,4.0,2.0,"blackberries, fruity",2.0,3.0,5.0,"nutty, chocolaty, sweet",2.0,3.0,5.0,"nutty, chocolaty,",3.0,4.0,1.0,"fruity, citrusy, awful",Coffee B,Coffee A,Coffee B,,$20-$40,It tastes good,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Female,,Master's degree,White/Caucasian,,Retired,2,
1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,oAVLZP,25-34 years old,2,At home,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Coffee brewing machine (e.g. Mr. Coffee)",,,,Pourover,,No - just black,,,,Chocolatey,Somewhat light,Medium,Full caffeine,3.0,1.0,3.0,2.0,"Tasting notes: cooked apple, honey, chocolate",3.0,2.0,5.0,"Tasting notes: graham cracker, dark chocolate",3.0,3.0,4.0,"Grape, cookie crumble, cocoa",1.0,4.0,1.0,Lemon blueberry,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$8-$10,Yes,$50-$100,Yes,Female,,Bachelor's degree,Other (please specify),Middle Eastern,Homemaker,1,No affiliation
1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,EPb77X,45-54 years old,3,"At home, At the office","Espresso, Other",Aeropress,,,Latte,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,1.0,4.0,3.0,"Lemon, tobacco",3.0,1.0,3.0,Walnut,3.0,1.0,4.0,"Graham cracker, oats",2.0,5.0,5.0,"Dry, chocolate covered cherry, wine",Coffee C,Coffee D,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,$4-$6,$6-$8,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation
1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,pLPpQV,18-24 years old,Less than 1,"At home, At a cafe","Pour over, Instant coffee, Cold brew",,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black",,Whole milk,Granulated Sugar,Fruity,Medium,Light,Decaf,7.0,2.0,5.0,5.0,"Fruity, berries",5.0,3.0,3.0,,4.0,3.0,3.0,Low clarity,2.0,4.0,5.0,Tropical,Coffee A,Coffee D,Coffee D,,<$20,It tastes good,,Yes,Yes,$6-$8,$8-$10,No,,,Male,,,Asian/Pacific Islander,,Student,,
1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,OABMq7,25-34 years old,2,"On the go, At home, At the office, At a cafe",Espresso,,"Specialty coffee shop, Local cafe",,Latte,,"Milk, dairy alternative, or coffee creamer",,Whole milk,,Caramalized,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,5.0,"Nutty (while hot), apples, molasses/caramel",3.0,1.0,4.0,"Chocolate, nutty",3.0,1.0,3.0,"Grapes (only initially while hot), body",2.0,4.0,2.0,"Berries, fermented",Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,PABJJ5,45-54 years old,2,At home,Pour over,,,,Mocha,,No - just black,,,,Full Bodied,Very strong,Medium,Full caffeine,7.0,2.0,1.0,3.0,"Darker, more complex",1.0,2.0,4.0,"Smooth, thicker",4.0,3.0,2.0,Darker fruit,2.0,4.0,2.0,Fruit like juicy,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,1,Democrat
1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1r2oQQ,25-34 years old,4,At home,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)",,,,Pourover,,No - just black,,,,Bright,Somewhat strong,Light,Full caffeine,7.0,1.0,3.0,4.0,Grape Vanilla,3.0,2.0,3.0,Citrus hibiscus,3.0,1.0,2.0,Milk Chocolate,1.0,3.0,5.0,Blueberry,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation
1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,6dQEoO,35-44 years old,2,"At the office, At home","Espresso, Pour over",,,,Cortado,,No - just black,,,,Juicy,Medium,Medium,Full caffeine,6.0,1.0,2.0,2.0,"Light, tea-like, citrus notes, high clarity, green apple",1.0,2.0,4.0,"Good mouthfeel, stone fruit flavor, good body",2.0,1.0,3.0,"Nutty, classic medium-dark roasted coffee. Some notes of chocolate covered raisins.",1.0,3.0,2.0,"Very light mouthfeel, citrus notes, sour candy",Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the ritual",,Yes,Yes,$8-$10,$6-$8,No,"More than $1,000",Yes,Male,,Master's degree,Other (please specify),Indian,Employed full-time,1,Democrat
1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,24xG6V,18-24 years old,1,"At home, On the go","Other, Pod/capsule machine (e.g. Keurig/Nespresso)",Infusion Brew (Aeropress),Deli or supermarket,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",,Whole milk,Granulated Sugar,Nutty,Somewhat light,Medium,Full caffeine,6.0,2.0,4.0,2.0,Had a bit of sweetness and sourness balancing each other out.,3.0,3.0,3.0,"Gives some bite and some tanginess, but overall not too harsh. Was very neutral in flavor profile.",4.0,2.0,4.0,Grassy or earthy notes. The flavor is not very harsh but the bitterness somewhat lingers in the mouth.,2.0,3.0,1.0,"Tangy with a bit of sweetness. Very vegetable-like/fruity taste. The aroma is very distinct and harsh comparatively.

Was extremely powerful off boil. Was much easier to taste as it cooled.",Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the ritual",,Yes,No,$8-$10,$10-$15,Yes,$20-$50,Yes,Male,,Some college or associate's degree,Asian/Pacific Islander,,Student,,No affiliation
1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,lNlkkB,35-44 years old,2,At home,Espresso,,,,Mocha,,"No - just black, Milk, dairy alternative, or coffee creamer",,"Whole milk, Almond milk",,Caramalized,Very strong,Dark,Full caffeine,7.0,2.0,4.0,3.0,Rich medium,2.0,3.0,4.0,"Balanced,med light, chocolate,  dark",3.0,2.0,5.0,"Rich,med-dark",3.0,4.0,2.0,"Sweet, fruity",Coffee C,Coffee A,Coffee C,I primarily work from home,<$20,It tastes good,,Yes,Yes,More than $20,More than $20,No,$100-$300,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed part-time,,
1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,oAVL8e,45-54 years old,1,"At home, At a cafe","Pour over, French press, Cold brew, Coffee extract (e.g. Cometeer), Instant coffee, Other",Moka pot,,,Iced coffee,,No - just black,,,,Chocolatey,Medium,Medium,Full caffeine,7.0,4.0,2.0,3.0,Citrus,2.0,4.0,4.0,,3.0,2.0,3.0,,3.0,5.0,2.0,green olives,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",,Yes,No,$4-$6,$6-$8,Yes,$100-$300,Yes,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,rlrMz5,25-34 years old,2,"At home, At the office","Pour over, Coffee extract (e.g. Cometeer), Cold brew, Other",Aeropress,,,Regular drip coffee,,No - just black,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,3.0,4.0,4.0,"Melon, lemonade, pomegranate, astringent",4.0,2.0,3.0,"Butter, toasted everything bagel, apple",4.0,4.0,3.0,"milk caramel, honey, taffy",2.0,4.0,5.0,"High cocoa dark chocolate, blueberry pie, overripe mandarin",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",,Yes,Yes,$6-$8,$10-$15,No,$100-$300,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Student,,Democrat
1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,42NV0k,18-24 years old,2,"At home, At a cafe","Pour over, Espresso",,,,Pourover,,No - just black,,,,Juicy,Somewhat strong,Light,Full caffeine,10.0,2.0,4.0,5.0,"Apricot Jam, Caramel",3.0,3.0,2.0,"Bland, Chocolate, Red Wine",4.0,2.0,1.0,"Tobacco, Earthy, Black Tea, Milk Chocolate",1.0,5.0,5.0,"Blueberry, Green Apple, Fruit Tea",Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the ritual",,Yes,Yes,$8-$10,More than $20,No,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Republican
1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,MAdpZp,55-64 years old,3,"At home, At a cafe, On the go","Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, Espresso, Cold brew, Other","Drobi, Phin, Clever Dripper, Aeropress and Aeropress XL","Drive-thru, National chain (e.g. Starbucks, Dunkin), Local cafe",,Other,Coffee of any type with a bit of milk,"Milk, dairy alternative, or coffee creamer",,Skim milk,,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,3.0,4.0,5.0,Really Nice aroma More acid on cooling Didn't stand up to milk well,4.0,3.0,2.0,"Not much aroma, weaker however more body and more bitter on cooling. Stood up to milk better",4.0,3.0,4.0,"Not much aroma, more acid upon sitting, stood up to milk",4.0,3.0,5.0,Good aroma however not as much as A. good body and mouthfeel less acid on sitting Stood up to milk well,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine",,Yes,Yes,$10-$15,$8-$10,Yes,$500-$1000,Yes,Female,,Some college or associate's degree,White/Caucasian,,Retired,,No affiliation
1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,eBxW4E,35-44 years old,More than 4,At home,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, French press",,,,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",,"Whole milk, Oat milk",,Chocolatey,Medium,Medium,Full caffeine,6.0,2.0,3.0,3.0,I really liked the smell of this coffee.  I tasted a bit of caramel in it and I thought it would be great with a bit of cream or as a cold brew.,3.0,3.0,3.0,It seemed to get more bitter as it cooled.  I got some chocolate notes.,5.0,3.0,1.0,"This one was very bitter to me, especially as it started to cool.  Reminded me of a very intense dark chocolate.",2.0,2.0,5.0,This one was perfect to drink black.  It wasn't too bitter or acidic.  The taste reminded me of chocolate and raspberries.,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$8-$10,Yes,$100-$300,Yes,Female,,Some college or associate's degree,White/Caucasian,,Homemaker,1,Independent
1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,rlrM4v,35-44 years old,1,At home,Pour over,,,,Pourover,,No - just black,,,,Bright,,Light,,8.0,2.0,4.0,4.0,got a lot better as it cooled,3.0,2.0,2.0,thin,2.0,3.0,3.0,,1.0,4.0,4.0,fruity,Coffee A,Coffee D,Coffee D,I primarily work from home,,It tastes good,,Yes,Yes,,,,,,Male,,Master's degree,White/Caucasian,,Employed full-time,,
1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,OABMx7,25-34 years old,1,"At home, At the office","Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso), Other",aeropress,,,Pourover,,"No - just black, Milk, dairy alternative, or coffee creamer",,Whole milk,,Chocolatey,Medium,Medium,Full caffeine,2.0,4.0,3.0,4.0,,2.0,2.0,3.0,Light and balanced,3.0,5.0,2.0,,1.0,5.0,5.0,"full and complex, fruity, spicy",Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,
1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,OABMZR,55-64 years old,Less than 1,"At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",,,,Cortado,,"Milk, dairy alternative, or coffee creamer",,Half and half,,Chocolatey,Somewhat strong,Medium,Half caff,4.0,2.0,4.0,4.0,"Light, smells fabulous",4.0,2.0,5.0,Tastes very brown.  I LOVE brown foods and beverages.,3.0,3.0,3.0,Nice.  Not my favorite.  Some kind of fermented note at the end I don't love.,2.0,4.0,1.0,This is not for me.  Tastes like an herbal tea mixed with fermented something or other I can't pin down.  I keep thinking stinky tofu.,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,It tastes good,,Yes,Yes,$4-$6,$4-$6,Yes,$300-$500,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,GrBAPo,25-34 years old,1,At home,"Pour over, French press, Espresso, Instant coffee, Cold brew",,,,Pourover,,"Milk, dairy alternative, or coffee creamer",,Flavored coffee creamer,,Nutty,Somewhat strong,Medium,Full caffeine,3.0,2.0,3.0,3.0,sweet & smooth,1.0,2.0,2.0,"mild & chocolatey, lingering flavor",4.0,1.0,2.0,bitter,2.0,4.0,4.0,"fruity, walnut",Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",,Yes,Yes,$6-$8,$8-$10,Yes,$20-$50,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat
1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,PABJxQ,35-44 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,,Chocolatey,,Light,,3.0,2.0,2.0,3.0,,1.0,2.0,5.0,chocolatey,3.0,3.0,2.0,changed the most as it cooled,5.0,5.0,2.0,fruitier,Coffee C,Coffee D,Coffee B,I primarily work from home,,I need the ritual,,No,No,,,,,,Female,,Master's degree,White/Caucasian,,Employed full-time,,
1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,jB9AKR,55-64 years old,More than 4,At home,"French press, Coffee brewing machine (e.g. Mr. Coffee)",,,,Regular drip coffee,,No - just black,,,,Full Bodied,Very strong,Dark,Full caffeine,5.0,3.0,3.0,5.0,Very well balanced.,3.0,4.0,3.0,Not my favorite.,4.0,4.0,4.0,Very robust. Very similar to what I drink on a regular basis.,2.0,2.0,2.0,"Very mellow, fruity.",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",,Yes,No,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,,Bachelor's degree,Black/African American,,Employed full-time,3,Democrat
1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,QABl98,>65 years old,Less than 1,At home,Pour over,,,,Pourover,,"Milk, dairy alternative, or coffee creamer",,Soy milk,,Chocolatey,Medium,Light,Decaf,3.0,3.0,3.0,3.0,Citrusy. I like it more the more I tasted it.,4.0,2.0,4.0,Some chocolate and mild fruit flavors. Pleasant.,3.0,2.0,5.0,"Balanced. What I describe as a ""pure coffee experience"" for me. Chocolatey and a bit of caramel. Loved this one. As James noted that someone else noted, I also usually prefer light to light/medium roast, as I generally find dark roast too strong, too intense, very unpleasant, so I was surprised to learn that this was dark roast.",3.0,3.0,1.0,"Really disliked this one! Tasted like overripe, starting to ferment apples. Doesn't taste like coffee. Too sweet, too creamy, unpleasant texture.",Coffee C,Coffee A,Coffee C,I primarily work from home,<$20,,,Yes,Yes,$6-$8,$15-$20,Yes,$50-$100,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat
1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,xdN55y,18-24 years old,2,"At home, At a cafe","Pour over, Espresso",,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Skim milk,,Chocolatey,Medium,Light,Full caffeine,4.0,2.0,4.0,3.0,citrus,3.0,2.0,5.0,Syrup and chocolate,4.0,3.0,4.0,Grape and plum,2.0,5.0,2.0,Grapefruit,Coffee B,Coffee A,Coffee D,,,,,,,,,,,,,,,,,,,
1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,lNlk8B,55-64 years old,2,At home,Pour over,,,,Pourover,,No - just black,,,,Fruity,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,5.0,"Smooth mouth feel; nice, easy sweetness.",4.0,4.0,3.0,"Tasted neutral when warm, but tasted chocolate when cooler.",3.0,3.0,4.0,Heavy mouth feel.,2.0,5.0,5.0,"Bright, fruity with tastes of blackberry.",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine",,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Retired,,Democrat
1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,NAB1kW,25-34 years old,4,At the office,,,,,Regular drip coffee,,No - just black,,,,Bright,Somewhat strong,Light,Full caffeine,7.0,1.0,3.0,4.0,watery mouth feel,3.0,2.0,3.0,bitter finish,4.0,1.0,3.0,rich or full,2.0,3.0,2.0,fruity,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,"It tastes good, I need the ritual, I need the caffeine",,Yes,Yes,$8-$10,$15-$20,Yes,$300-$500,No,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,PABJQ5,35-44 years old,1,"At home, At a cafe",Pour over,,,,Cortado,,No - just black,,,,Fruity,Somewhat strong,Light,Full caffeine,6.0,2.0,3.0,4.0,"Fruity, berries, raspberry, sweet",4.0,1.0,2.0,"Roasted, nutty, cocoa",2.0,2.0,3.0,"Roasted, nutty, Heavy, dark chocolate",1.0,4.0,5.0,"Fruity, berries, juicy, grapes, funky/fermented",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the ritual",,Yes,Yes,$6-$8,$10-$15,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,dY2eOz,35-44 years old,2,"At home, At the office",Pod/capsule machine (e.g. Keurig/Nespresso),,,,Latte,,"Milk, dairy alternative, or coffee creamer",,Flavored coffee creamer,,Sweet,Very strong,Light,Full caffeine,2.0,4.0,5.0,2.0,,2.0,3.0,4.0,,3.0,3.0,3.0,,5.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,"I need the caffeine, It tastes good, It makes me go to the bathroom",,No,No,$6-$8,$8-$10,Yes,Less than $20,,,,,,,,,
1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,LdML8G,25-34 years old,Less than 1,At home,Coffee brewing machine (e.g. Mr. Coffee),,,,Regular drip coffee,,No - just black,,,,Bold,Somewhat strong,Dark,Full caffeine,3.0,1.0,5.0,1.0,Weirdly sweet. Tasted worse as it cooled down,2.0,3.0,2.0,,2.0,1.0,5.0,,2.0,3.0,3.0,,Coffee C,Coffee D,Coffee C,I primarily work in person,<$20,"I need the caffeine, It tastes good",,Yes,No,$8-$10,$8-$10,No,$50-$100,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,ylq5O0,55-64 years old,3,"At home, At the office",Pod/capsule machine (e.g. Keurig/Nespresso),,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",,Almond milk,,Sweet,Medium,Medium,Full caffeine,1.0,3.0,1.0,3.0,,4.0,3.0,3.0,,4.0,3.0,2.0,,2.0,4.0,2.0,,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,Other,I like the whole experience.,No,No,$8-$10,$8-$10,No,$100-$300,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation
1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,9dJjAp,45-54 years old,1,"At home, At a cafe","Espresso, French press, Other",Aeropress,,,Espresso,,No - just black,,,,Fruity,Very strong,Medium,Full caffeine,5.0,2.0,4.0,3.0,"Nutty, pleasant, had an “I’m from Africa” character.    Preferred it mid-way through the cooling process",3.0,4.0,3.0,"Complex, very enjoyable throughout the temperature range.    new world with something more that I couldn’t put my finger on.    Familiar.",2.0,1.0,4.0,"Indonesian?    Lots of bass notes, some chocolate?     I like it.",1.0,4.0,5.0,"Very fruity, Ethiopian.    Almost like a fruit wine.    Not sure what fruit I would call this, strawberry compote?",Coffee C,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the ritual, I need the caffeine",,Yes,Yes,$4-$6,$6-$8,No,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,3,Independent
1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,NAB1GW,25-34 years old,2,At home,"Pour over, Instant coffee",,,,Pourover,,"Milk, dairy alternative, or coffee creamer",,"Oat milk, Whole milk",,Sweet,Medium,Light,Full caffeine,3.0,1.0,4.0,5.0,"It tasted like apple & toffee & caramel like eating apples with cream cheese & toffee spread, this was my favorite, it was sweet & crisp & had that slight thickness I like",4.0,2.0,3.0,"It’s darker, it’s christmas-like, chocolate, this tastes like what coffee is supposed to taste like in memories of coffee. Like my dad would like this coffee",3.0,4.0,5.0,"Sweet, fruity & chocolate like, I think this one also tastes like what coffee is supposed to taste like in memories, like this is what nostalgia tastes like. I really liked it.",2.0,5.0,3.0,Like clementines & sugar & acid.,Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,"I need the caffeine, I need the ritual",,Yes,Yes,$8-$10,$8-$10,Yes,$20-$50,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat
